"id","product_variant_id/default_code","product_variant_id/display_name","product_brand_id/display_name","product_variant_id/categ_id/display_name","partner_manufacturer_id/display_name","country_id/display_name","product_variant_id/regsanitario_ids/name","product_variant_id/regsanitario_ids/date_end"
"__export__.product_template_122520_ea7c1920","","07847831001","","All","","","",""
"__export__.product_template_28893","4516265001","[4516265001] 1              Filtro de Carbón Activado EPM-20 ROCHE","ROCHE","All / INSUMOS / Clin. Chem. Systems Support","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_122106_c098629a","","10825441","","All","","","",""
"__export__.product_template_118960_3bea2c48","5480566001","[5480566001] 10UL Filter Tips 10x96's","","All / REPUESTOS / MD Instruments","","","",""
"__export__.product_template_122123_fc827d34","","11355279216","","All","","","",""
"__export__.product_template_122432_ff4d1822","","12017504122","","All","","","",""
"__export__.product_template_122470_b0b76cb9","","1330057","","All","","","",""
"__export__.product_template_120104_3f4802d6","7399774001","[7399774001] 13mm sample disk tube adapter (sdta)","","All / REPUESTOS / IM cobas e / Elecsys Instruments","","","",""
"__export__.product_template_120265_1e4563a7","6720269001","[6720269001] 1D - Bar Code Activation Key (8)","","All / REPUESTOS / DP Instruments","","","",""
"__export__.product_template_33507","WM-3103","[WM-3103] 1cc pulset ABG 23Gx1¨ A/B NEEDLE 25U BALANCED HEPARINE","NIPRO","All / INSUMOS / ANALITICA","INSTRUMENTATION LABORATORY CO.","Estados Unidos","",""
"__export__.product_template_120261_76bb3b25","6668437001","[6668437001] 2 MegaPixel Pathology Monitor 24in","","All / REPUESTOS / DP Instruments","","","",""
"__export__.product_template_120263_df1f361f","6720277001","[6720277001] 2D DATAMATRIX - Bar Code Activation Key (8)","","All / REPUESTOS / DP Instruments","","","",""
"__export__.product_template_120264_4bd8c394","6720285001","[6720285001] 2D PDF417 - Bar Code Activation Key (8)","","All / REPUESTOS / DP Instruments","","","",""
"__export__.product_template_122212_b44d4fd4","","3246353001","","All","","","",""
"__export__.product_template_122173_5069b923","","450433","","All","","","",""
"__export__.product_template_122519_42a93cc4","","451+","","All","","","",""
"__export__.product_template_122364_1fb23594","","4564363001","","All","","","",""
"__export__.product_template_118986_1b59a6af","4176294001","[4176294001] 458170  CT / NG  SETLMT","","All / REPUESTOS / CT/NG","","","",""
"__export__.product_template_119667_233ffccb","4178548001","[4178548001] 458400  CD CLIN CHEM SYSTEM SERV  SETLMT","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_120080_7a4cf525","4176600001","[4176600001] 458460  IM ELECSYS INSTRUMENTS  SETLMT","","All / REPUESTOS / IM cobas e / Elecsys Instruments","","","",""
"__export__.product_template_120108_9ba9767f","4178912001","[4178912001] 458470  CD IMMUNODIA SYSTEM SERV  SETLMT","","All / REPUESTOS / Immunodia. Systems Support","","","",""
"__export__.product_template_120268_5e03bc7c","4178106001","[4178106001] 458560 HE INSTRUMENTS  SETLMT","","All / REPUESTOS / HE Instruments","","","",""
"__export__.product_template_120759_851f2b2a","4184009001","[4184009001] 459440  BG + E INSTRUMENTS  SETLMT","","All / REPUESTOS / BG + E Instruments","","","",""
"__export__.product_template_122396_6a92c87c","","4636864001","","All","","","",""
"__export__.product_template_120756_da106c2e","5960487001","[5960487001] 5.0 sterile combitip plus tips","","All / REPUESTOS / Sequencing Instruments","","","",""
"__export__.product_template_118957_fb722577","4051335001","[4051335001] 50 DRY SWABS, EACH WITH CAP/BX","","All / REPUESTOS / MD Instruments","","","",""
"__export__.product_template_122047_e27fc2e7","W-00055445010","[W-00055445010] 5K BG/COOX 450 TEST PACK 31D ","INSTRUMENTATION LABORATORY CO.","All / GASOMETRIA / REACTIVO","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","",""
"__export__.product_template_122048_7cdcb28e","W-55360010","[W-55360010] 5K BG/ISE/GL/COOX 600 TEST PACK 21D ","INSTRUMENTATION LABORATORY CO.","All / GASOMETRIA / REACTIVO","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","",""
"__export__.product_template_120971_7d803bdb","SORTING SYSTEM COBAS P312 (KOLIBRI)","[SORTING SYSTEM COBAS P312 (KOLIBRI)] 6459315001","","All / EQUIPOS","","","",""
"__export__.product_template_122445_534b9c5e","","6754155001","","All","","","",""
"__export__.product_template_120319_d272bfab","7118937001","[7118937001] 6ft USB extension cable","","All / REPUESTOS / HE Instruments","","","",""
"__export__.product_template_122940_5769ff6f","","71034331*0","","All","","","",""
"__export__.product_template_120105_5e492208","11906984001","[11906984001] 75 pos. Roche/Hitachi Racktray*IM","","All / REPUESTOS / IM cobas e / Elecsys Instruments","","","",""
"__export__.product_template_119668_56ab6143","4516087001","[4516087001] 750-025 Battery Ram","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119669_4f0f78e8","4516109001","[4516109001] 750-032 SET OF TUBES","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119670_10d73671","4516117001","[4516117001] 750-036 Suction cuvettefor PM 750","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_120329_f0e19abf","7198833001","[7198833001] 8 Extension Arm","","All / REPUESTOS / HE Instruments","","","",""
"__export__.product_template_122399_238a7f60","","8828601190]","","All","","","",""
"__export__.product_template_121113_2484cd50","9180672001","[9180672001] 9180672001","","All / SERVICIO / ALQUILER","ROCHE ECUADOR S.A.","Albania","",""
"__export__.product_template_121254_0609b234","LA020-UNID","[LA020-UNID] : ASAS REPUESTO D-2 2MM (HIMEDIA)(0.005ML)CALIBRADA","","All / INSUMOS / ANALITICA","MEDIBAC - INC S.A.","China","",""
"__export__.product_template_34023","R8309003","[R8309003] : RAPID INNOVA NITRATE A REAGENT 15ML/VL","","All","","","",""
"__export__.product_template_122176_8ebf28a7","ES-12R410A3","[ES-12R410A3] A/C COND 12000BTU ALT EFIC","SANKEY","All / EQUIPOS / COMPLEMENTARIOS","SANCHEZ MANTILLA OMAR EUCLIDES","Colombia","",""
"__export__.product_template_121994_fbb3911a","TAC-24CSA/Z2 EXT","[TAC-24CSA/Z2 EXT] A/C COND 24000BTU ALT EFIC (UND EXTERNA)","TCL","All / EQUIPOS / COMPLEMENTARIOS","SANCHEZ MANTILLA OMAR EUCLIDES","Colombia","",""
"__export__.product_template_122177_d3587741","ES-12R410A3 UI","[ES-12R410A3 UI] A/C EVAP 12000BTU ALT EFIC ","","All","SANCHEZ MANTILLA OMAR EUCLIDES","Ecuador","",""
"__export__.product_template_28816","5336163190","[5336163190] A1C-Gen.3, 150Tests,cobas c 501 ","ROCHE","All / BIOQUIMICA / CC HIA Reagents cobas","ROCHE ECUADOR S.A.","Alemania","AD-182-02-11","2021-02-01"
"__export__.product_template_121845_287a961c","8463107190","[8463107190] A1CD, cobas c pack green","ROCHE","All / BIOQUIMICA / REACTIVO","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_119579_c91901b1","4419987001","[4419987001] A4 PRINTER PAPER","","All / REPUESTOS / CC Instruments","","","",""
"__export__.product_template_122034_7fa06c2f","ACCESORIOS DE COMPUTO","[ACCESORIOS DE COMPUTO] ACCESORIOS DE COMPUTO","","All","","","",""
"__export__.product_template_120956_b2a4e893","ACCVEH","[ACCVEH] ACCESORIOVEH","","All / SERVICIO","","","",""
"__export__.product_template_120346_6d35c6b5","6564909001","[6564909001] ACCESSORY KIT, BMK SPECIAL STAINS","","All / REPUESTOS / Special Stains Instruments","","","",""
"__export__.product_template_32731","06454011023","[06454011023] ACCU-CHECK  PERFORMA 50CT STRIP LA","ROCHE","All / BIOQUIMICA / Hospital Glucose Instruments","ROCHE ECUADOR S.A.","Alemania","856-RBE-0316","2021-03-17"
"__export__.product_template_32993","6656757021","[6656757021] ACCU-CHECK ACTIVE 50 TEST","ROCHE","All / BIOQUIMICA / Hospital Glucose Instruments","ROCHE ECUADOR S.A.","Alemania","AD23102013","2023-10-17"
"__export__.product_template_33030","7819382023 ","[7819382023 ] ACCU-CHEK INSTANT 50CT STRIP LA","ROCHE","All / BIOQUIMICA / Hospital Glucose Instruments","ROCHE ECUADOR S.A.","Alemania","3340-DME-0118","2023-01-16"
"__export__.product_template_121352_22f3a091","7819307023","[7819307023] ACCU-CHEK INSTANT MGDLSC KIT LA","ROCHE","All / BIOQUIMICA / Hospital Glucose Instruments","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_32794","3603539200","[3603539200] ACCU-CHEK SAFE-T PRO PLUS,200","ROCHE","All / INSUMOS / ANALITICA","ROCHE ECUADOR S.A.","Alemania","515-DME-1214","2024-03-12"
"__export__.product_template_33421","05888662200","[05888662200] ACCU-CHEK SAFE-T-PRO Uno","ROCHE","All / INSUMOS / ANALITICA","ROCHE ECUADOR S.A.","Alemania","DM-2202-10-11","2021-10-25"
"__export__.product_template_120961_ca65d29b","ACINM270921","[ACINM270921] ACEITE DE INMERSIÓN","QUIMICAL","All / HEMATOLOGIA / CONSUMIBLE","QUIMICAL SCIENTIFIC DIAGNOSTIC SCC","ECUADOR ","120-DMN-0120",""
"__export__.product_template_122153_d777ab38","6356-500","[6356-500] ACIDO TRICLOACETICO 500G","","All / INSUMOS / ANALITICA","LABSUPPLY CIA LTDA","Ecuador","",""
"__export__.product_template_121087_ea23c2ef","01ACLELITE","[01ACLELITE] ACL ELITE  ","NIPRO","All / EQUIPOS / COAGULACIÓN","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","",""
"__export__.product_template_121561_78db860d","ACL350","[ACL350] ACL TOP 350 ","","All / EQUIPOS / COAGULACIÓN","","","",""
"__export__.product_template_122682_fb780adb","8959820190","[8959820190] ACTH CS Elecsys V2 ","","All","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121492_f06d38d3","SERVICIOTECNIC","[SERVICIOTECNIC] ACTUALIZACIÓN UPGRADE UNIDAD DE ALMACENAMIENTO SERVER","","All / SERVICIO","TORAL BRAVO BILLY GUILLERMO","EE.UU. Islas Exteriores Menores","",""
"__export__.product_template_119529_0b1f49fa","6381316001","[6381316001] ACTUATOR BOARD cobas b 121 system / AVR","","All / REPUESTOS / BG + E Systems Support","","","",""
"__export__.product_template_119511_a9e6b575","3273067001","[3273067001] ACTUATOR MEASURING CHAMBER","","All / REPUESTOS / BG + E Systems Support","","","",""
"__export__.product_template_32903","12754","[12754] ADA ADENOSINE DEAMINASE CAJA 4x10 ml","BIOSYSTEMS S.A","All / INMUNOLOGIA / REACTIVO","BIOSYSTEMS S.A.","Estados Unidos","772-RBE-0116","2021-01-26"
"__export__.product_template_32792","18048","[18048] ADA CONTROLS NIVEL I Y II 2x1ml","BIOSYSTEMS S.A","All / INMUNOLOGIA / CC Calibrators / Controls","BIOSYSTEMS S.A.","España","772-RBE-0116","2021-01-26"
"__export__.product_template_32793","18052","[18052] ADA STANDARD 1ml","BIOSYSTEMS S.A","All / INMUNOLOGIA / CC Calibrators / Controls","BIOSYSTEMS S.A.","España","3321-DME-0118","2023-01-15"
"__export__.product_template_33557","TC-450070-6M","[TC-450070-6M] ADAPTADOR LUER PARA CAMPANA DE EXTRACCION DE MUESTRAS VACUETTE","BD VACUTAINER","All / INSUMOS / PREANALITICA","BECTON DICKINSON","Angola","DM-0368-07-03","2023-04-10"
"__export__.product_template_122317_fc2d48c4","USBSERIAL","[USBSERIAL] ADAPTADOR USB SERIAL","","All / SERVICIO","SIDERALSOFT CIA. LTDA.","ECUADOR ","",""
"__export__.product_template_121483_d16c15ca","ADAPTELEC","[ADAPTELEC] ADAPTADORES ELECTRICOS 110V A 12 AMP","","All / EQUIPOS / OSMOSIS","ORDOÑEZ DIAZ MARCELO FERNANDO","China","",""
"__export__.product_template_119580_16da89aa","28086834001","[28086834001] ADAPTER CUP ALU, SET OF 30","","All / REPUESTOS / CC Instruments","","","",""
"__export__.product_template_119177_3f9cb935","28134863001","[28134863001] ADAPTER FEMALE G1/4 INCH WHITE","","All / REPUESTOS / MD Systems Support","","","",""
"__export__.product_template_119176_c7a4ee3e","28154783001","[28154783001] ADAPTER FEMALE G1/8 INCH BLACK","","All / REPUESTOS / MD Systems Support","","","",""
"__export__.product_template_119175_f2353b58","28134847001","[28134847001] ADAPTER FEMALE G1/8 INCH WHITE","","All / REPUESTOS / MD Systems Support","","","",""
"__export__.product_template_120337_41a4522f","3412237001","[3412237001] ADAPTER FOR XE-2100 WAND","","All / REPUESTOS / HE Instruments","","","",""
"__export__.product_template_120054_d2f2c4ce","28006725001","[28006725001] ADAPTER MALE D5/16INCH,D4/6","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_120788_50060b80","4904923001","[4904923001] ADAPTER SIPPER TUBE LUER SMALL","","All / REPUESTOS / System Support Sequencing","","","",""
"__export__.product_template_119954_12edc6d5","6347002001","[6347002001] ADJ-TOOL SET C701","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119952_554a9770","6346987001","[6346987001] ADJ-TOOL SET ISE C8000","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119953_a1552ca3","6346995001","[6346995001] ADJ-TOOL SET MSB C8000","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119951_8077777a","6346979001","[6346979001] ADJ-TOOL SET SU C8000","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_119325_fbc6322c","5119413001","[5119413001] ADJ. TOOL FOR GRIPPER, METALSPRING","","All / REPUESTOS / Workflow Systems Support & Platforms","","","",""
"__export__.product_template_120064_fdd27a25","7936478001","[7936478001] ADJUSTER USM 2 ASSY","","All / REPUESTOS / Clin. Chem. Systems Support","","","",""
"__export__.product_template_120526_ac01d5f6","3059774001","[3059774001] ADJUSTMENT JIG (4)","","All / REPUESTOS / Urinalysis Systems Support","","","",""
"__export__.product_template_120527_c437413d","3059758001","[3059758001] ADJUSTMENT JIG SET","","All / REPUESTOS / Urinalysis Systems Support","","","",""
"__export__.product_template_119327_3668b12e","4945778001","[4945778001] ADJUSTMENT TOOL FOR WHITE BACKGROUND","","All / REPUESTOS / Workflow Systems Support & Platforms","","","",""
"__export__.product_template_119326_185256ab","4995457001","[4995457001] ADJUSTMENT TOOL FOR WHITE CALIBRATION","","All / REPUESTOS / Workflow Systems Support & Platforms","","","",""
"__export__.product_template_122565_a56d13cd","9015124190","[9015124190] AFP Elecsys E2G 300 ","ROCHE","All / INMUNOLOGIA / REACTIVO","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_122144_284a63c3","9015060190","[9015060190] AFP Elecsys cobas e 100 V2","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_120947_de9b8f23","4491742190","[4491742190] AFP Elecsys cobas e 200","ROCHE","All / INMUNOLOGIA / Oncology Reagents","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_33168","AGAR AS","[AGAR AS] AGAR SANGRE DE CORDERO (MONOPETRI)","MEDIBAC","All / MICROBIOLOGIA / REACTIVO","MEDIBAC","Ecuador","1-RBN-0116","2026-01-29"
"__export__.product_template_121143_81f4879a","AGASAJO","[AGASAJO] AGASAJO","","All / SERVICIO","","","",""
"__export__.product_template_32770","CNABN-010-001","[CNABN-010-001] AGUA BIDESTILADA","SANDERSON","All / INSUMOS / ANALITICA","SANDERSON","Chile","24,997-03-03","2022-11-15"
"__export__.product_template_121349_3c5235b0","AGUADESM-006","[AGUADESM-006] AGUA DESMINERALIZADA-DESTILADA GALON","","All / INSUMOS / ANALITICA","LABORATORIO CEVALLOS S.A.","Ecuador","",""
"__export__.product_template_121968_8a1d5bea","AH-2125-S","[AH-2125-S] AGUJA HIPODERMICA 21GX21","","All / INSUMOS / ANALITICA","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","",""
"__export__.product_template_121707_c05aaffc","P020420","[P020420] AGUJA MULTIPLE 21 G X 1 X 100 UNDS","PUTH","All / INSUMOS / ANALITICA","LABORATORIO ASOCIADOS ZUMBA S.A.","China","",""
"__export__.product_template_121393_089dcc29","TC-450076-6M","[TC-450076-6M] AGUJA MULTIPLE 21G X 1 1/2"". VERDE","VACUETTE","All / INSUMOS / ANALITICA","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","",""
"__export__.product_template_33751","TC-450072-6M","[TC-450072-6M] AGUJA MULTIPLE VACUETTE 21G X 1 VERDE","VACUETTE","All / INSUMOS / PREANALITICA","NIPRO MEDICAL CORPORATION ECUADOR","Estados Unidos","DM-1874-11-10 REVISAR FECHA","2025-11-18"
"__export__.product_template_32540","TC-4500742-6M","[TC-4500742-6M] AGUJA TOMA MULTIPLE 21GX1","BECTON DICKINSON","All / INSUMOS / PREANALITICA","BECTON DICKINSON","Estados Unidos","DM-1832-09-10","2025-09-06"
"__export__.product_template_122150_77c06702","P020425","[P020425] AGUJAS TOMA MULTIPLE 22"" G X 100 UNDS","PUTH","All / INSUMOS / ANALITICA","LABORATORIO ASOCIADOS ZUMBA S.A.","China","",""
"__export__.product_template_33541","13320","[13320] AIMTAB azucares reductores","AIMTAB","All / UROANALISIS / REACTIVO","GERMANIE LABORATORIES","","6611-DME-0319","2024-03-16"
"__export__.product_template_122006_bdad4a4f","7928114001","[7928114001] AIR CYLINDER CJ2YB16-75Z (MRP: PD)(SN/N)","ROCHE","All","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121975_52761403","9597450001","[9597450001] AIR FILTER ","","All / REPUESTOS / CC Instruments","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_122693_16a380d5","08895988001","[08895988001] AIR FILTER AF20-01B-A-X2109","","All","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_119537_d0df2d94","3274799001","[3274799001] AIR FILTER cobas b 221=Roche OMNI S","","All / REPUESTOS / BG + E Systems Support","","","",""
"__export__.product_template_119304_39f1cda1","11229630001","[11229630001] ALARM FUSE  0,5 A","","All / REPUESTOS / Workflow Systems Support & Platforms","","","",""
"__export__.product_template_121853_d4965cfc","8056692190","[8056692190] ALB2, 750T, cobas c pack green","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_120948_6e3c3d82","ALB8921","[ALB8921] ALBUMINA BOVINA","","All / BIOQUIMICA / REACTIVO","LABORATORIO ASOCIADOS ZUMBA S.A.","Ecuador","",""
"__export__.product_template_32768","GQAHA-1K0-001","[GQAHA-1K0-001] ALCOHOL ACIDO 1000ML","QUIMICAL","All / MICROBIOLOGIA / REACTIVO","QUIMICAL SCIENTIFIC DIAGNOSTIC SCC","Ecuador","2-RBN-0816","2021-08-09"
"__export__.product_template_121326_250014d4","44140006","[44140006] ALCOHOL ANTISEPTICO 1 LITRO","","All / INSUMOS / ANALITICA","ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS C.A.","Ecuador","",""
"__export__.product_template_116778_214c2d15","44140005","[44140005] ALCOHOL ANTISEPTICO 70% GALON","","All / INSUMOS","ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS C.A.","Ecuador","02479-MAC-03-03",""
"__export__.product_template_121395_5487b5bf","ALCOH1111","[ALCOH1111] ALCOHOL ETILICO AL 80% 1 LT","","All / INSUMOS / ANALITICA","CISNEROS GUERRERO JEFFER ALEXANDER001","Ecuador","",""
"__export__.product_template_33745","01ICAHVSWISO001","[01ICAHVSWISO001] ALCOHOL PRED PAD X 100 UNDS","SWAB VANSWAB","All / INSUMOS / PREANALITICA","IMPORTADORA BOHORQUEZ ","China","",""
"__export__.product_template_116756_06162f9c","MAMTS","[MAMTS] ALGODON EN TORUNDAS X 1000 UNDS","CARICIA","All / INSUMOS","E.M. IMPORTACIONES MEDICAS EMIMSA S.A.","ECUADOR ","",""
"__export__.product_template_122074_108da59a","HER106","[HER106] ALICATE DE COMBINACION BASIC 8"" STANLEY","","All / EQUIPOS / COMPLEMENTARIOS","DAVALOS FUNES ERNESTO","ECUADOR ","",""
"__export__.product_template_121949_a58fa127","ALICUOTA","[ALICUOTA] ALICUOTAS","","All / GASTOS","","","",""
"__export__.product_template_120898_74a734dd","ALIMENTACION","[ALIMENTACION] ALIMENTACION","","All / SERVICIO","","","",""
"__export__.product_template_28763","5166888190","[5166888190] ALP2, 1050T, cobas c 701/702","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","","AD-560-06-13","2023-03-06"
"__export__.product_template_121847_10e9c6aa","8056757190","[8056757190] ALP2, 1100T, cobas c pack green","ROCHE","All / BIOQUIMICA / REACTIVO","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121558_38f42a3e","ALQC501","[ALQC501] ALQUILER COBAS C501","ROCHE","All / BIOQUIMICA","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121559_88a524ad","ALQE601","[ALQE601] ALQUILER COBAS E601","","All / EQUIPOS / INMUNOLOGIA","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_116720_e4801323","ALQU-001","[ALQU-001] ALQUILER Y ARRIENDO","","All / SERVICIO","","","",""
"__export__.product_template_121751_67e56d45","8056773190","[8056773190] ALTP , 450T, cobas c pack green","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_122217_6c0c3e44","8104697190","[8104697190] ALTP2 , 800T, cobas c pack green","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121625_859c20e4","7026714190","[7026714190] AMH Elecsys E2G 100","ROCHE","All / INMUNOLOGIA / Women`s Health Reagents","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121648_f05d67df","8818061190","[8818061190] AMH plus Elecsys cobas e 100 V2","ROCHE","All / INMUNOLOGIA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121293_f42d3025","BIO-AK","[BIO-AK] AMIKACINA 30 MCG X 50 DISCOS","BIOANALISYS","All / INSUMOS / ANALITICA","E.M. IMPORTACIONES MEDICAS EMIMSA S.A.","Turquía","",""
"__export__.product_template_121227_894e68fb","BIO-AMC","[BIO-AMC] AMOX+ AC. CLAVULANICO-B 20/10 MCG X 50 ","BIOANALISYS","All / INSUMOS / ANALITICA","E.M. IMPORTACIONES MEDICAS EMIMSA S.A.","Estados Unidos","553-RBE-0615",""
"__export__.product_template_121694_6b86b440","BIO-SAM","[BIO-SAM] AMPICILINA + SULBACTAM-B 10/10 MCG X 50 DISCOS","BIOANALISYS","All / INSUMOS / ANALITICA","E.M. IMPORTACIONES MEDICAS EMIMSA S.A.","Turquía","",""
"__export__.product_template_121228_7685e0fa","BIO-AM","[BIO-AM] AMPICILINA-B 10 MCG X 50 DISCOS","BIOANALISYS","All / INSUMOS / ANALITICA","E.M. IMPORTACIONES MEDICAS EMIMSA S.A.","Estados Unidos","",""
"__export__.product_template_118973_aa676d62","7574622001","[7574622001] AMPLILINK 3.4 License Package","","All / REPUESTOS / MD Instruments","","","",""
"__export__.product_template_121137_0a824929","APIRO0002","[APIRO0002] AMPOLLA DE AGUA BIDESTILADA X 10 ML","APIROFLEX","All / INSUMOS / PREANALITICA","SOCIEDAD CIVIL Y COMERCIAL MIGUEL ESTRELLA REPRESENTACIONES SCC","Chile","",""
"__export__.product_template_32803","3066762001","[3066762001] AMPOULE ADAPTER","ROCHE","All / REPUESTOS / BG + E Instruments","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121740_95144b1c","8056811190","[8056811190] AMYL2, 750T, cobas c pack green","ROCHE","All / BIOQUIMICA / CC Core Reagents cobas","ROCHE ECUADOR S.A.","Alemania","",""
"__export__.product_template_121933_dceae571","P000000287","[P000000287] ANA DETECT CALIBRADOR","ORGENTEC","All / EQUIPOS / INMUNOLOGIA","SARS DIAGNOSTIC CIA. LTDA.","Alemania","",""
"__export__.product_template_121860_f3fb2e4c","P000000286","[P000000286] ANA DETECT EIA KIT 96 TEST","ORGENTEC","All / INMUNOLOGIA / Reactivos Microelisa","SARS DIAGNOSTIC CIA. LTDA.","Estados Unidos","",""
"__export__.product_template_119534_577802f7","6381154001","[6381154001] ANALOG BOARD cobas b 121 system / AVR","","All / REPUESTOS / BG + E Systems Support","","","",""
"__export__.product_template_32537","S200500","[S200500] ANTI ""A"" X10 ML (MONOCLONAL) ""LABKIT"" 501","LABKIT","All / HEMATOLOGIA / REACTIVO","SPEINRACT SA","ECUADOR ","AD-29-02-08","2022-09-10"
"__export__.product_template_32538","S200505","[S200505] ANTI ""B"" X10ML (MONOCLONAL) ""LABKIT"" ","LABKIT","All / HEMATOLOGIA / REACTIVO","SPEINRACT SA","ECUADOR ","AD-29-02-08","2022-09-10"
"__export__.product_template_32539","S200515","[S200515] ANTI ""D"" X10 ML (MONOCLONAL) ""LABKIT"" 5","LABKIT","All / HEMATOLOGIA / REACTIVO","SPEINRACT SA","EE.UU. Islas Exteriores Menores","AD-29-02-08","2022-09-10"
"__export__.product_template_33009","99S200510","[99S200510] ANTI A - B X 10 ML (MONOCLONAL)","LABKIT","All / HEMATOLOGIA / REACTIVO","SPEINRACT SA","","AD-29-02-08","2022-09-10"
"__export__.product_template_120963_ccbd53d2","FRASCBR230010","[FRASCBR230010] ANTI A MONOCLONAL 10ML","J MITRA","All / INSUMOS / PREANALITICA","VIBAG C.A.","Alemania","",""
"__export__.product_template_33534","ATLAS0015","[ATLAS0015] ANTI A MONOCLONAL X 10ML-ATLAS","ATLAS MEDICAL INGLATERRA","All / INSUMOS / PREANALITICA","SOCIEDAD CIVIL Y COMERCIAL MIGUEL ESTRELLA REPRESENTACIONES SCC","Reino Unido","AD-29-02-08","2022-09-10"
"__export__.product_template_120964_7799084e","FRASCBR250010","[FRASCBR250010] ANTI A+B MONOCLONAL 10 ML","J MITRA","All / INSUMOS / PREANALITICA","VIBAG C.A.","Alemania","",""
"__export__.product_template_32910","ANT005","[ANT005] ANTI A-B X 10 ML","LABKIT","All / HEMATOLOGIA / REACTIVO","SPEINRACT SA","","AD-29-02-08","2022-09-10"
"__export__.product_template_121930_fd1dfa18","ATLAS0002 ","[ATLAS0002 ] ANTI AB MONOCLONAL 10ML - ATLAS MEDICAL  INGLATERRA","ATLAS MEDICA INGLATERRA","All / INSUMOS / ANALITICA","SOCIEDAD CIVIL Y COMERCIAL MIGUEL ESTRELLA REPRESENTACIONES SCC","Israel","",""
"__export__.product_template_121019_44062b64","ATLAS0003","[ATLAS0003] ANTI B MONOCLONAL  10ML ","ATLAS MEDICA INGLATERRA","All / INSUMOS / PREANALITICA","SOCIEDAD CIVIL Y COMERCIAL MIGUEL ESTRELLA REPRESENTACIONES SCC","Reino Unido","",""
"__export__.product_template_120965_22f0671b","FRASCBR240010","[FRASCBR240010] ANTI B MONOCLONAL 10ML","J MITRA","All / HEMATOLOGIA / REACTIVO","VIBAG C.A.","Alemania","",""
"__export__.product_template_120966_2e91c3d3","FRASCBR280010","[FRASCBR280010] ANTI D MONOCLONAL 10ML","J MITRA","All / INSUMOS / PREANALITICA","VIBAG C.A.","Alemania","",""
"__export__.product_template_121020_99add9ac","ATLAS0004","[ATLAS0004] ANTI DRH MONOCLONAL X 10ML","ATLAS MEDICA INGLATERRA","All / INSUMOS / PREANALITICA","SOCIEDAD CIVIL Y COMERCIAL MIGUEL ESTRELLA REPRESENTACIONES SCC","Reino Unido","",""
"__export__.product_template_34035","09289291190","[09289291190] ANTI-SARS-COV-2 S CS ELECSYS 4X1.0ML","ROCHE","All / INMUNOLOGIA / Infectious Diseases Reagents","","","",""
