id;.id;default_code;name;categ_id/name;categ_id/display_name;standard_price;price;list_price;lst_price;default_code
__export__.product_template_121438_8a0f55a2;121438;POL20X2.5;FILTRO DE POLIPROPILENO DE 5 M 2*2.5;ANALITICA;All / INSUMOS / ANALITICA;13.92;0;1;1;POL20X2.5
__export__.product_template_116669_283f292a;116669;FRE00044;FILTRO DE RESINA;Clin. Chem. Systems Support;All / INSUMOS / Clin. Chem. Systems Support;98;0;0;0;FRE00044
__export__.product_template_121437_a6d25ed9;121437;RMIX;FILTRO DE RESINA MIXTA 20*2,5;ANALITICA;All / INSUMOS / ANALITICA;94;0;0;0;RMIX
__export__.product_template_121182_c4c16708;121182;FSP00043;FILTRO DE SEDIMENTO PP20 1UM;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;1;0;1;1;FSP00043
__export__.product_template_116651_d64f86dd;116651;C;FILTRO DE SEDIMENTO PP20 5UM;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;0.01;0;0;0;C
__export__.product_template_119694_28e78a54;119694;4553870001;FILTRO FSI MICROFIBRA COMPACTA 3u 10;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;6.75;0;0.01;0.01;4553870001
__export__.product_template_121205_0ab4c61c;121205;ESP20;FILTRO POLIPROPILENO ESPUMA DE 10M 20 4,5;CONSUMIBLE;All / HEMATOLOGIA / CONSUMIBLE;38.61;0;1;1;ESP20
__export__.product_template_33134;116307;4554124001;"FILTRO RESINA IONICA REGENERADA 20 ""ROCHE";Clin. Chem. Systems Support;All / INSUMOS / Clin. Chem. Systems Support;137.4235579;0;255.3;255.3;4554124001
__export__.product_template_33223;115902;FILTTURBIDEX;FILTRO TURBIDEX 12*54 2 PIES CUBICOS;ANALITICA;All / INSUMOS / ANALITICA;0.01;0;0;0;FILTTURBIDEX
__export__.product_template_121311_c54f7509;121311;FIREFORT001;FIREWALL FORTINET;Todos;All;0;0;1;1;FIREFORT001
__export__.product_template_121654_c0eb7482;121654;FSMB;FIREWALL SMB ;Todos;All;519;0;1;1;FSMB
__export__.product_template_119865_cf7280e8;119865;5136474001;FITTING 1/4 ZOLL CLEANER SUCTION TUBE;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;25.5;0;0.01;0.01;5136474001
__export__.product_template_119154_8f2d30e7;119154;28175454001;FITTING TUBE LIGHT;MD Systems Support;All / REPUESTOS / MD Systems Support;0;0;0.01;0.01;28175454001
__export__.product_template_120114_e0328642;120114;11802208001;FLANGE KIT FOR TUBINGS;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;0;0;0.01;0.01;11802208001
__export__.product_template_120075_e4c91a00;120075;6412181001;FLASH DRIVE;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;0;0;0.01;0.01;6412181001
__export__.product_template_120751_f72bf955;120751;6599478001;FLASH GEL DNA LOADING DYE 5X1ml;Sequencing Instruments;All / REPUESTOS / Sequencing Instruments;0;0;0.01;0.01;6599478001
__export__.product_template_120990_b366c462;120990;FMESCDSDCZ5016B;FLASH MEMORY SANDISK;COMPUTACION;All / EQUIPOS / COMPUTACION;3.8;0;3.8;3.8;FMESCDSDCZ5016B
__export__.product_template_120666_22c2535c;120666;3024121001;FLOPPY DISK DRIVE;Urinalysis Systems Support;All / REPUESTOS / Urinalysis Systems Support;0;0;0.01;0.01;3024121001
__export__.product_template_120534_a029396f;120534;3187055001;FLOW CELL UNIT NO. 7;Urinalysis Systems Support;All / REPUESTOS / Urinalysis Systems Support;0;0;0.01;0.01;3187055001
__export__.product_template_119512_4873670f;119512;3273091001;FLUID MIXING SYSTEM;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;146.25;0;0.01;0.01;3273091001
__export__.product_template_119510_9d683204;119510;3055698001;FMS CONNECTOR SEALING 1;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;17.25;0;0.01;0.01;3055698001
__export__.product_template_119509_91cccea0;119509;3055680001;FMS CONNECTOR SEALING 2;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;18;0;0.01;0.01;3055680001
__export__.product_template_119552_529b669f;119552;4414446001;FMS VALVE (MIX);BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;90.75;0;0.01;0.01;4414446001
__export__.product_template_33532;115909;ABT037;FOB SANGRE OCULTA HECES CASSETTE ACUTELL;REACTIVO;All / BIOQUIMICA / REACTIVO;0.01;0;1;1;ABT037
__export__.product_template_121794_44b62c6b;121794;Level III - II;FOB multi-level indefinite value controls;QC + CAL;All / Coprologia / QC + CAL;0.25851818;0;1;1;Level III - II
__export__.product_template_34063;115910;FT882001FC;FOB+TRANSF CASSETTE EN HECES X 20 TEST;REACTIVO;All / BIOQUIMICA / REACTIVO;70;0;1;1;FT882001FC
__export__.product_template_120051_f8df13d5;120051;7841248001;FOCUSING LENS;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;285.75;0;0.01;0.01;7841248001
__export__.product_template_121607_1f5eace9;121607;3027139001;FOOT PLATE ALUMINIUM (1 PCE.);CONSUMIBLE;All / BIOQUIMICA / CONSUMIBLE;0.001;0;1;1;3027139001
__export__.product_template_121226_cee2d8fb;121226;FQFML-1G0-00 ;FORMALDEHIDO GALON;ANALITICA;All / INSUMOS / ANALITICA;12.285;0;1;1;FQFML-1G0-00 
__export__.product_template_121836_9edc1f92;121836;FQFML-1L0-00;FORMALDEHIDO LITRO;ANALITICA;All / INSUMOS / ANALITICA;4.41;0;1;1;FQFML-1L0-00
__export__.product_template_121001_31ea01b8;121001;8153299001;FORTIGATE 50E;CC Instruments;All / REPUESTOS / CC Instruments;0.01;0;0.01;0.01;8153299001
__export__.product_template_33801;116371;CT0758B;FOSFOMYCIN/TROMETAMOL 200MCG (OXOID);REACTIVO;All / MICROBIOLOGIA / REACTIVO;4.6;0;1;1;CT0758B
__export__.product_template_120116_b17a8cff;120116;11709151001;FPC CABLE (C1) ASSY;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;111;0;0.01;0.01;11709151001
__export__.product_template_120117_c97bcf89;120117;11709186001;FPC CABLE (C21) ASSY;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;67.5;0;0.01;0.01;11709186001
__export__.product_template_120118_bd56a7d5;120118;11708309001;FPC CABLE (P) ASSY;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;180.75;0;0.01;0.01;11708309001
__export__.product_template_120219_320bc0ab;120219;6466796001;FPC CABLE (SAMPLE PIPETTOR) SHORT;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;422.25;0;0.01;0.01;6466796001
__export__.product_template_33847;115916;FAM00034;FRASCO DE AGAR MACKONKEY;REACTIVO;All / MICROBIOLOGIA / REACTIVO;0.01;0;0;0;FAM00034
__export__.product_template_33848;115917;FAM00035;FRASCO DE AGAR MULLER HINGTON;REACTIVO;All / MICROBIOLOGIA / REACTIVO;0.01;0;0;0;FAM00035
__export__.product_template_33867;115918;FAS00036;FRASCO DE AGAR SABORAUD;REACTIVO;All / MICROBIOLOGIA / REACTIVO;0.01;0;0;0;FAS00036
__export__.product_template_121956_2bbcc02c;121956;PR 03-11-0056-1;FRIT 2 MICRON PARA PDQ PLUS ULTRA 2 Y PREMIER PRIMUS DIAGNOSTICS ;CONSUMIBLE;All / HEMATOLOGIA / CONSUMIBLE;0;0;1;1;PR 03-11-0056-1
__export__.product_template_121955_01bbc163;121955;PR 09-41-1905;FRIT 75 MICRON PREIMER HB9210 TRINITY BIOTECH BOLSA 1;CONSUMIBLE;All / HEMATOLOGIA / CONSUMIBLE;0;0;1;1;PR 09-41-1905
__export__.product_template_119518_8bc78d6d;119518;5778123001;FRONT DOOR WITH LABEL 9180;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;275.25;0;0.01;0.01;5778123001
__export__.product_template_121713_6454f47d;121713;8932417190;FSH CS Elecsys V3;Women`s Health Reagents;All / INMUNOLOGIA / Women`s Health Reagents;1;0;1;1;8932417190
__export__.product_template_121768_d7346e70;121768;8932387190;FSH Elecsys E2G 300 V2;REACTIVO;All / BIOQUIMICA / REACTIVO;563.86;0;1;1;8932387190
__export__.product_template_121712_ff146f92;121712;8932352190;FSH Elecsys cobas e 100 V2;Women`s Health Reagents;All / INMUNOLOGIA / Women`s Health Reagents;1;0;1;1;8932352190
__export__.product_template_121779_8f7ddd4f;121779;9005803190;FT3 Elecsys G3 cobas e 200 V2;Thyroid Reagents;All / INMUNOLOGIA / Thyroid Reagents;220.84;0;1;1;9005803190
__export__.product_template_121780_5495f85d;121780;9077871190;FT3 G3 CS Elecsys V2;Thyroid Reagents;All / INMUNOLOGIA / Thyroid Reagents;122.85;0;1;1;9077871190
__export__.product_template_121774_a1cd4461;121774;9005811190;FT3 G3 Elecsys E2G 300 V2;IM Core Reagents;All / INMUNOLOGIA / IM Core Reagents;1;0;1;1;9005811190
__export__.product_template_122874_90082344;122874;9043292190;FT4 G4 CS Elecsys;CC Calibrators / Controls;All / INMUNOLOGIA / CC Calibrators / Controls;124.8;0;215.39;215.39;9043292190
__export__.product_template_122870_06df9199;122870;9043284190;FT4 G4 Elecsys E2G 300;REACTIVO;All / INMUNOLOGIA / REACTIVO;323.28;0;1;1;9043284190
__export__.product_template_122869_1f473a83;122869;9043276190;FT4 G4 Elecsys cobas e 200;IM Core Reagents;All / INMUNOLOGIA / IM Core Reagents;218.45;0;432.4;432.4;9043276190
__export__.product_template_32767;115925;GQFBF-1K0-001;FUCSINA BASICA FENICADA 1000ML;ANALITICA;All / INSUMOS / ANALITICA;9.45;0;9;9;GQFBF-1K0-001
__export__.product_template_121904_fe459827;121904;F0001;FUENTE DE PODER CORSAIR;COMPUTACION;All / EQUIPOS / COMPUTACION;71.99;0;1;1;F0001
__export__.product_template_33971;116372;DD0028B;FURAZOLIDONE 100 UG (OXOID);REACTIVO;All / MICROBIOLOGIA / REACTIVO;16.4;0;1;1;DD0028B
__export__.product_template_33849;115926;FSD00046;FUROSOLIDONA 10MCG;REACTIVO;All / MICROBIOLOGIA / REACTIVO;0.01;0;0;0;FSD00046
__export__.product_template_120119_9bd31b99;120119;3502198001;FUSE 0,5 A;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;6;0;0.01;0.01;3502198001
__export__.product_template_120120_830b1937;120120;3502201001;FUSE 1,0 A;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;4.5;0;0.01;0.01;3502201001
__export__.product_template_121709_899e311b;121709;3502180001;FUSE 5,0 (3PCS) (nonRoHS);INMUNOLOGIA;All / INMUNOLOGIA;25.35;0;1;1;3502180001
__export__.product_template_119124_020ec38a;119124;28062625001;FUSE 5x20 3.15AT 250V ULR/IEC;MD Systems Support;All / REPUESTOS / MD Systems Support;0.75;0;0.01;0.01;28062625001
__export__.product_template_119356_5bbbd866;119356;3054802001;FUSE 8A T, 5X20;Workflow Systems Support & Platforms;All / REPUESTOS / Workflow Systems Support & Platforms;0;0;0.01;0.01;3054802001
__export__.product_template_123691_3ba0452c;123691;11067818001;FUSE ALARM P450H 5A ;REPUESTOS;All / REPUESTOS;0.001;0;1;1;11067818001
__export__.product_template_123687_55691601;123687;3008100001;FUSE IM40;REPUESTOS;All / REPUESTOS;0.001;0;1;1;3008100001
__export__.product_template_119787_f0962cbf;119787;26216004001;FUSE MICRO 3.15AF 125V ULR/CSA;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;2.25;0;0.01;0.01;26216004001
__export__.product_template_123693_8eeef6ec;123693;11566598001;FUSE PCB 1,0;REPUESTOS;All / REPUESTOS;0.001;0;1;1;11566598001
__export__.product_template_123690_67978e18;123690;7856741001;FUSE PCB 3,2;REPUESTOS;All / REPUESTOS;0.001;0;1;1;7856741001
__export__.product_template_119812_563f4152;119812;5344638001;FUSE SMD 2A 63V OMF63 SET OF 10;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;33;0;0.01;0.01;5344638001
__export__.product_template_119467_d3a31ce5;119467;3073661001;FUSE, 0.3A 250V SLOW BLOW;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;0;0;0.01;0.01;3073661001
__export__.product_template_119468_53832ed6;119468;3073556001;FUSE, 1.6A 250V SLOW BLOW;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;2.25;0;0.01;0.01;3073556001
__export__.product_template_119469_fec66400;119469;3073432001;FUSE, 2A 250V SLOW BLOW;BG + E Systems Support;All / REPUESTOS / BG + E Systems Support;0;0;0.01;0.01;3073432001
__export__.product_template_120242_53a40f4e;120242;3380122001;Fan;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;0;0;0.01;0.01;3380122001
__export__.product_template_121807_b3d38882;121807;FOB-B ;Fecal Occult Blood Diagnostic kit  (Colloidal Gold Method) FOB-B;Reactivo;All / Coprologia / Reactivo;0.8675053;0;1;1;FOB-B 
__export__.product_template_123567_2d97de74;123567;8413502-090;Fecal waste pump;CC Instruments;All / REPUESTOS / CC Instruments;0.001;0;1;1;8413502-090
__export__.product_template_121796_a5dddd9a;121796;QC-V;Feces Formed Element Control  Positive controls for Leukocyte ;QC + CAL;All / Coprologia / QC + CAL;1.73037531;0;1;1;QC-V
__export__.product_template_121826_4d820a61;121826;QC-III;Feces Formed Element Control  Positive quality control for Liver fluke eggs ;QC + CAL;All / Coprologia / QC + CAL;3.2069843;0;1;1;QC-III
__export__.product_template_121821_ed99bbd3;121821;QC-IV;Feces Formed Element Control  Quality control for red blood cell with certain concentration ;QC + CAL;All / Coprologia / QC + CAL;1.56754727;0;1;1;QC-IV
__export__.product_template_121822_13eca749;121822;QC-I;Feces Formed Element Control Positive quality control for ascaris ova (fertilized);QC + CAL;All / Coprologia / QC + CAL;3.75898762;0;1;1;QC-I
__export__.product_template_121825_65e24980;121825;QC-II;Feces Formed Element Control Positive quality control for whipworm eggs ;QC + CAL;All / Coprologia / QC + CAL;3.46112335;0;1;1;QC-II
__export__.product_template_121805_a0470243;121805;KU-CS-01;Feces analyzer cleaning solution KU-CS-01;Consumibles ;All / Coprologia / Consumibles ;0.27706146;0;1;1;KU-CS-01
__export__.product_template_121765_3efb35f5;121765;7027273190;Ferritin Elecsys E2G 300;REACTIVO;All / BIOQUIMICA / REACTIVO;1;0;1;1;7027273190
__export__.product_template_122441_aa81f65e;122441;7103441190;Fibrinogen cobas t411 (10x5ml);REACTIVO;All / COAGULACION / REACTIVO;1;0;1;1;7103441190
__export__.product_template_33884;115889;10445720;Fibrinogeno (Reactivo de Trombina) frasco 10 x 1 ml;REACTIVO;All / BIOQUIMICA / REACTIVO;115.51;0;1;1;10445720
__export__.product_template_122369_98cda74e;122369;7856997001;Filter  (Dest. Water Container;BIOQUIMICA;All / BIOQUIMICA;1;0;1;1;7856997001
__export__.product_template_120259_73a261df;120259;12218895001;Filter 340mm;Coagulation Systems Support;All / REPUESTOS / Coagulation Systems Support;0;0;0.01;0.01;12218895001
__export__.product_template_119691_28ec4857;119691;12218925001;Filter 546nm                  *PQ;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;0;0;0.01;0.01;12218925001
__export__.product_template_33136;115894;4516273001;Filter Nom. P/Sedimrnts PX10-20XX Hytrex (Fibra) ROCHE;Clin. Chem. Systems Support;All / INSUMOS / Clin. Chem. Systems Support;16.23777778;0;29.9;29.9;4516273001
__export__.product_template_119692_264c7b46;119692;11402587001;Filter assy           707-0433;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;78.75;0;0.01;0.01;11402587001
__export__.product_template_119010_54c102ea;119010;28035792001;Filter for Fan 120mm;MD Systems Support;All / REPUESTOS / MD Systems Support;4.5;0;0.01;0.01;28035792001
__export__.product_template_33911;115896;FLBAC;Filtro bacteriano/viral;NO INVASIVO;All / INSUMOS / NO INVASIVO;0.01;0;1;1;FLBAC
__export__.product_template_33912;115897;FLBAC43ML;Filtro bacteriano/viral, volumen interno 43 ml;NO INVASIVO;All / INSUMOS / NO INVASIVO;0.01;0;1;1;FLBAC43ML
__export__.product_template_33913;115900;FLH25ML;Filtro higroscópico, neonatal, volumen tidal 25 ml;NO INVASIVO;All / INSUMOS / NO INVASIVO;0.01;0;1;1;FLH25ML
__export__.product_template_119830_05e025f0;119830;5206235001;Finger Holder 2  727-8120;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;128.25;0;0.01;0.01;5206235001
__export__.product_template_121024_541ed20d;121024;FGT50E5619039954;Firewall MODELO FG-50E;CC Instruments;All / REPUESTOS / CC Instruments;0.01;0;0.01;0.01;FGT50E5619039954
__export__.product_template_120115_93a6706f;120115;3500985001;Flaring Tool Kit;Immunodia. Systems Support;All / REPUESTOS / Immunodia. Systems Support;0;0;0.01;0.01;3500985001
__export__.product_template_121629_b94a9ea4;121629;5631360001;Flat screen LCD Monitor ;HE Instruments;All / REPUESTOS / HE Instruments;0.01;0;1;1;5631360001
__export__.product_template_33679;115904;XY-1;Fluorescent Biological Microscope Binocular;Todos;All;790;0;1225;1225;XY-1
__export__.product_template_33680;115905;XY-2;Fluorescent Biological Microscope Trinocular;Todos;All;850;0;1335;1335;XY-2
__export__.product_template_119695_fcc7a62b;119695;11703811001;Fluoro tube 10m       735-2016;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;0;0;0.01;0.01;11703811001
__export__.product_template_122386_a3f0783d;122386;7396473190;Folate G3 CS Elecsys E2G;IM Core Reagents;All / INMUNOLOGIA / IM Core Reagents;1;0;1;1;7396473190
__export__.product_template_122458_0c61039f;122458;7027290190;Folate G3 Elecsys E2G 300;REACTIVO;All / INMUNOLOGIA / REACTIVO;1;0;1;1;7027290190
__export__.product_template_123333_98d37ca4;123333;5944309190;Folate RBC CalSet;CC Calibrators / Controls;All / INMUNOLOGIA / CC Calibrators / Controls;0;0;1;1;5944309190
__export__.product_template_122394_de8076ed;122394;5944317190;Folate RBC Hemolyzing Elecsys,cobas e;INMUNOLOGIA;All / INMUNOLOGIA;1;0;1;1;5944317190
__export__.product_template_122468_f61956b2;122468;9539913001;FortiGate 60F;REPUESTOS;All / REPUESTOS;0.001;0;1;1;9539913001
__export__.product_template_120796_38dd1bc3;120796;6695922001;FortiGate-40C;Central Lab Work Area Manager;All / REPUESTOS / Central Lab Work Area Manager;0;0;0.01;0.01;6695922001
__export__.product_template_32785;115915;10446232;Frasco cloruro de Calcio x16ml;REACTIVO;All / BIOQUIMICA / REACTIVO;16;0;0.001;0.001;10446232
__export__.product_template_33093;115921;B4212-50F;Frasco de TP Innovin 10 ml ;REACTIVO;All / BIOQUIMICA / REACTIVO;16.48;0;20.6;20.6;B4212-50F
__export__.product_template_32788;103685;B4218-2F;Frasco de TTP Actina 10ml;REACTIVO;All / HEMATOLOGIA / REACTIVO;11.19;0;17;17;B4218-2F
__export__.product_template_32787;115920;10446445;Frasco de Thromborel S (TP) x10ml;REACTIVO;All / BIOQUIMICA / REACTIVO;16.48;0;0;0;10446445
__export__.product_template_33885;115919;10445724;Frasco de buffer para Fibrinogeno x 15 ml;CONSUMIBLE;All / BIOQUIMICA / CONSUMIBLE;11.7;0;1;1;10445724
__export__.product_template_121468_993ced01;121468;8860297190;Free HCGbeta Elecsys cobas e 100 V2;Women`s Health Reagents;All / INMUNOLOGIA / Women`s Health Reagents;0;0;1743.4;1743.4;8860297190
__export__.product_template_121773_b5653b15;121773;8828610190;Free PSA Elecsys E2G 300 V2;REACTIVO;All / BIOQUIMICA / REACTIVO;357.67;0;1;1;8828610190
__export__.product_template_120053_8aacd840;120053;7667345001;G8-SERVER FOR DM C8000;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;0;0;0.01;0.01;7667345001
__export__.product_template_33498;115927;001ECOLINE;GAFA DE SEGURIDAD ECOLINE;PREANALITICA;All / INSUMOS / PREANALITICA;0.01;0;1;1;001ECOLINE
__export__.product_template_33647;115929;CF-KICL;GAFAS TRANSPARENTES KIMBERLY CLARK;PREANALITICA;All / INSUMOS / PREANALITICA;7.15;0;9.53;9.53;CF-KICL
__export__.product_template_119322_575fcfb8;119322;5032539001;GAUGE OVERPRESS. BC PRINTER, INCL. COUPL;Workflow Systems Support & Platforms;All / REPUESTOS / Workflow Systems Support & Platforms;203.25;0;0.01;0.01;5032539001
__export__.product_template_119321_f9ff1227;119321;5032547001;GAUGE UNDERPRES. BC PRINTER, INCL. COUPL;Workflow Systems Support & Platforms;All / REPUESTOS / Workflow Systems Support & Platforms;207;0;0.01;0.01;5032547001
__export__.product_template_119851_0b3028de;119851;3476863001;GEAR PUMP HEAD U;Clin. Chem. Systems Support;All / REPUESTOS / Clin. Chem. Systems Support;0;0;0.01;0.01;3476863001
__export__.product_template_33478;115962;26307589;GEM 3/3.5K BG/ISE/GL 075 TEST IQM PAK;REACTIVO;All / GASOMETRIA / REACTIVO;593.3;0;1;1;26307589
__export__.product_template_34058;115931;W-26315089;GEM 3/3.5K BG/ISE/GL 150 TEST IQM PAK;REACTIVO;All / GASOMETRIA / REACTIVO;825;0;1;1;W-26315089
__export__.product_template_34057;115932;W-26330089;GEM 3/3.5K BG/ISE/GL 300 IQM;REACTIVO;All / GASOMETRIA / REACTIVO;1650;0;1;1;W-26330089
__export__.product_template_33356;115933;W-24315009;GEM 3K BG/ISE/GL 150 TEST CARTRIDGE;REACTIVO;All / GASOMETRIA / REACTIVO;825;0;1;1;W-24315009
__export__.product_template_32689;115934;W-24330009;GEM 3K BG/ISE/GL 300 TEST CARTRIDGE;REACTIVO;All / GASOMETRIA / REACTIVO;1650;0;2508;2508;W-24330009
__export__.product_template_33943;115935;W-25000115;GEM CVP 1 WITH CO-OX;CC Calibrators / Controls;All / GASOMETRIA / CC Calibrators / Controls;0.01;0;1;1;W-25000115
__export__.product_template_33944;115936;W-25000125;GEM CVP 2 WITH CO-OX;CC Calibrators / Controls;All / GASOMETRIA / CC Calibrators / Controls;0.01;0;1;1;W-25000125
__export__.product_template_33941;115937;W-25000130;GEM CVP 3 HCT GEM 4K 10 X 1.8 ML;CC Calibrators / Controls;All / GASOMETRIA / CC Calibrators / Controls;0.01;0;1;1;W-25000130
__export__.product_template_33940;115938;W-25000140;GEM CVP 4 HCT GEM 4K 10 X 1.8 ML;CC Calibrators / Controls;All / GASOMETRIA / CC Calibrators / Controls;0.01;0;1;1;W-25000140
__export__.product_template_33942;115939;W-25000145;GEM CVP 5 TBILI;CONSUMIBLE;All / GASOMETRIA / CONSUMIBLE;0.01;0;1;1;W-25000145
__export__.product_template_34097;115940;W-0024001587;GEM CVP GEM 3K 4X5X2.5ML MULTIPAK;CC Calibrators / Controls;All / GASOMETRIA / CC Calibrators / Controls;0.62875;0;1;1;W-0024001587
__export__.product_template_122133_98101a7d;122133;W-00027000000;GEM PREMIER 3000 INSTRUMENT 110/220V;GASOMETRÍA;All / EQUIPOS / GASOMETRÍA;0;0;1;1;W-00027000000
__export__.product_template_33957;115584;26000000;GEM PREMIER 3500 INSTRUMENT 110/220V;GASOMETRÍA;All / EQUIPOS / GASOMETRÍA;0.01;0;1;1;26000000
__export__.product_template_121314_3bc442b3;121314;W-00026345089;GEM/3.5KBG/ISE/GL 450 TEST QM;REACTIVO;All / GASOMETRIA / REACTIVO;1687.5;0;1;1;W-00026345089
__export__.product_template_34056;112838;W-26360089;GEM3/3.5KBG/ISE/GL 600 TEST QM;REACTIVO;All / GASOMETRIA / REACTIVO;2250;0;1;1;W-26360089
__export__.product_template_32528;115941;RQ9112;GENERAL CLINICAL CHEMISTRY;CC Calibrators / Controls;All / BIOQUIMICA / CC Calibrators / Controls;0.01;0;3841.78;3841.78;RQ9112
__export__.product_template_33768;116374;CT0024B;GENTAMICIN CN 10MCG (OXOID);REACTIVO;All / MICROBIOLOGIA / REACTIVO;4.6;0;1;1;CT0024B
__export__.product_template_121238_af5db61e;121238;BIO-CN;GENTAMICINA 10 MCG X 50 DISCOS;ANALITICA;All / INSUMOS / ANALITICA;3.4;0;1;1;BIO-CN
__export__.product_template_123539_5758ad5d;123539;130502005A;GGT 300 TEST (BIOSSAYS 240 PLUS);REACTIVO;All / BIOQUIMICA / REACTIVO;0;0;1;1;130502005A
__export__.product_template_123538_da3b479c;123538;130502005S;GGT 410 TEST (BIOSSAYS C8);REACTIVO;All / BIOQUIMICA / REACTIVO;0;0;1;1;130502005S
__export__.product_template_121745_0ad4fa68;121745;8057796190;GGT-2, 400T, cobas c pack green;REACTIVO;All / BIOQUIMICA / REACTIVO;1;0;1;1;8057796190
__export__.product_template_121037_473ba325;121037;G820001V C;GIARDIA CASSETTE EN HECES X 20 UNDS;INMUNOLOGIA;All / INMUNOLOGIA;70;0;1;1;G820001V C
__export__.product_template_32752;115942;JQGMH-1K0-001;GIEMSA PARA HEMATOLOGIA 1000ML;REACTIVO;All / BIOQUIMICA / REACTIVO;18;0;18;18;JQGMH-1K0-001
__export__.product_template_123517_bd71dc29;123517;130505001A;GLU 300 TEST (BIOSSAYS 240 PLUS);REACTIVO;All / BIOQUIMICA / REACTIVO;0;0;1;1;130505001A
__export__.product_template_123516_2373f20c;123516;130505001S;GLU 300 TEST (BIOSSAYS C8);REACTIVO;All / BIOQUIMICA / REACTIVO;0;0;1;1;130505001S
__export__.product_template_28694;103833;5168791190;GLUC HK Gen.3, 2200Tests, cobas c701 ;CC Core Reagents cobas;All / BIOQUIMICA / CC Core Reagents cobas;0.01;0;1;1;5168791190
__export__.product_template_121616_54a125dd;121616;8057800190;GLUC HK Gen.3, 3300Tests, cobas c503;CC Core Reagents cobas;All / BIOQUIMICA / CC Core Reagents cobas;118.725;0;1;1;8057800190
__export__.product_template_33458;115944;GLUTEST 50gr;GLUTEST 50gr;CONSUMIBLE;All / BIOQUIMICA / CONSUMIBLE;2.3625;0;0;0;GLUTEST 50gr
__export__.product_template_32584;115945;GONADOTROPINACOS;GONADOTROPINA CORIONICA EN ORINA O SANGRE;ANALITICA;All / INSUMOS / ANALITICA;0.01;0;1;1;GONADOTROPINACOS
__export__.product_template_32984;115946;GRR00125;GORROS DE CIRUJANO;PREANALITICA;All / INSUMOS / PREANALITICA;9.36;0;0;0;GRR00125
__export__.product_template_120974_bc788c2a;120974;CGGP-096-00;GRADILLA PARA 96 PUNTAS DE PIPETA;PREANALITICA;All / INSUMOS / PREANALITICA;3.45;0;1;1;CGGP-096-00
__export__.product_template_122963_6d0b55ea;122963;JNC809;GRADILLA PARA TUBOS DE 1.5ML-2ML 60 PUESTOS;COMPLEMENTARIOS;All / EQUIPOS / COMPLEMENTARIOS;7.29;0;1;1;JNC809
__export__.product_template_33875;115947;H400328;GRADILLA PLASTICA P. 44 TUNOS (10-16MM) C. AZUL;PREANALITICA;All / INSUMOS / PREANALITICA;510;0;1;1;H400328
__export__.product_template_32882;115948;GR250418;GRADILLAS DE 100 PUESTOS PARA TUBOS DE 13mm (NO METÁLICAS - ESTERILIZADAS);PREANALITICA;All / INSUMOS / PREANALITICA;7.24;0;1;1;GR250418
__export__.product_template_33444;115949;GRA00047;GRADILLAS DE 100 PUESTOS PARA TUBOS DE 16 MM ESTERILIZABLES;PREANALITICA;All / INSUMOS / PREANALITICA;20.25;0;25.88;25.88;GRA00047
__export__.product_template_33445;115950;GRA00048;GRADILLAS DE 50 PUESTOS PARA TUBOS DE 13 MM ESTERILIZABLES;PREANALITICA;All / INSUMOS / PREANALITICA;9.2;0;13.8;13.8;GRA00048
__export__.product_template_33446;115951;GRA00049;GRADILLAS DE 50 PUESTOS PARA TUBOS DE 16 MM ESTERILIZABLES;PREANALITICA;All / INSUMOS / PREANALITICA;11;0;13.8;13.8;GRA00049
