CATEGORIA;NOMBRE;REFERENCIA;UNIDAD;GENERACION
;CONTROL DE COOMBS IGG 10 ML  CELEULAS REACTIVAS;BR816030;;
;CONTROL DE ELECTROLITOS GE300 (BAJO/MEDIO/ALTO) 3X10ML GENRUI;LRGEN015;;
;CONTROL PARA MONITOREO DE DROGAS TERAPEUTICAS 12X5ML;BR 450;;
;CONTROL PLASMA ANORMAL 6X1 ML HUMAN;HM-35002;;
;CONTROL PLASMA NORMAL 6X1 ML HUMAN;HM-35001;;
;CONTROL PLASMA NORMAL X 6X1ML ;HUM185;;
;CONTROL UNIT COBAS 4800 - RP5800;6909671001;;
;CONTROL UNIT COBAS 4800 INCL. MONITOR;5440785001;;
;CONTROL UNIT COBAS U701;7316577001;;
;CONTROL UNIT HP DC 7600SFF MODULAR;5065372001;;
;CONTROL UNIT INCL. CONTROL BOARDS V3;7485476001;;
;CONTROL UNIT PANEL PC2 ASSY + DRIVER;6422497001;;
;CONTROL UNIT RP5800 i3 COBAS 6000 WIN-XP;7113056001;;
;CONTROL UNIT U601;7316208001;;
;CONTROL UNIT, CAP RECOGNITION;4481275001;;
;CONTROL UNIT, DECAP-MODULE;4536959001;;
;CONTROLADOR UNIVERSAL VIA IR Y RF BR-RM4-PRO;BD0001;;
;CONTROLES 1 & 2 HBA1C PRIMUS DIAGNOSTICS 2X400ul (1 frasco por nivel);PR 01-04-0015;;
;CONVERTER USB2.0 / RS232;5347041001;;
;CONVERTIDOR 1000TX SM MC210CS;2535;;
;COOLING ASSEMBLY;4793196001;;
;COOLING UNIT GS (R134A);12021013001;;
;COOLING UNIT MODULAR (R134A);6782302001;;
;COOX CUVETTE UNIT cobas b 221;3534448001;;
;CORD CHIP SENSOR 2;4492633001;;
;CORD FPC C11;4906403001;;
;CORD VM SENSOR;3057119001;;
;CORMAY URINE STRIPS 10 ;506050;;
;CORMAY URINE STRIPS 11;6051;;
;COVER;11908944001;;
;COVER;5534020001;;
;COVER;12025744001;;
;COVER;3123804001;;
;COVER;3022757001;;
;COVER 2;9429972001;;
;COVER ASSY SIDE (R);4820860001;;
;COVER CS ARM;6645615001;;
;COVER FRONT S ASSY;4906411001;;
;COVER P-ARM;5534003001;;
;COVER SEP. STATION KIT OF 5;4666755001;;
;COVER T S2 KIT;7020228001;;
;COVER TABLE M ASSY;6225853001;;
;COVER USM CELL;5236479001;;
;COVER WATER P;3486907001;;
;COVER Z;7849079001;;
;COVID 19 ANTIGENO - HISOPADO CASSETTE X 20 UNDS;IL10550;;
;COVID IGG X 100 TEST ;130219015M;;
;COVID-19 (SARS-CoV-2) IgM/IgG ANTIBODY TEST KIT;LT L-X401201;;
;COVID-19 ANTICUERPO IGG/IGM X 25 CASSETTE -ALL TES;373;;
;COVID-19 ANTIGENO PUEBA RAPIDA ;INCP-ACO502;;
;COVID-19 IGG X 100 TEST ;1187;;
;COVID-19 IGM X 100 TEST ;130219016M;;
;COVID-19 IGM X 100 TEST ;1185;;
;COVID-SARS - COV -2 ANTIGEN TEST CASSETE (NASAL -SWAB SPECIMEN) LIFE TEST;SARS-COV2;;
;CPC / t 411 Cuvette bar;5064210001;;
;CPU;CPU002;;
;CPU HP;CPU001;;
;CPU PARA COBAS LINK ;CPUCL2;;
;CREAJ Gen.2, 2500Test, cobas c503;8057532190;;
;CREP2 (600test) cobas c701-702;5168589190;;
;CRISTAL VIOLETA 1000ML;GQCVT-1K0-00;;
;CRONOMETROS DIGITALES ;CRN2517;;
;CRP 325 TEST+CAL (BIOSSAYS C8);130508008SC;;
;CRP 340 TEST+CAL (BIOSSAYS 240 PLUS);130508008AC;;
;CRP Gen.4 250 Test cobas c501/INT;7876033190;;
;CRP LATEX;40111;;
;CRP LATEX ATLAS MEDICAL;CRP2;;
;CRP4, 200T, cobas c 111;7876432190;;
;CRP4, 500T, cobas c pack green;8057591190;;
;CRPHS, 600T, cobas c pack green;8057605190;;
;CRYOBANK, 80 VIALS, MIXED COLORS, BOX (MAST);CRYO80C/M;;
;CRYOTUBES 1.8ML GRADUATION IMPRESA X 500;35110018;;
;CTRL SW UPDATE KIT AL3.1;4793625001;;
;CU EFP WIN10 LTSC 2019Â FORÂ C311;9369813001;;
;CU RP 5800 I5 WIN7- UVNC COBAS 8000;7937890001;;
;CU RP 5800 I5 WIN7- UVNC COBAS C311;7937873001;;
;CU RP 5800 I5 WIN7-UVNC COBAS C311;7937873001;;
;CUBETA COLORACION PVC C-PUENTE 38x17x8CM;BO60170;;
;CUBETAS CON AGUITADORES SIEMENS;OVKG 03;;
;CUBETAS PARA CUAGULOMETRO CA 52 PARA EQUIPO GENRUI;GENR030;;
;CUBETAS Y BALINES COAGULOMETRO CD2000-2 X 350U;MND-CD2000-2-CV;;
;CUBETAS Y BALINES COAGULOMETRO CD2000-4 canalesx 350U ;MNDF05DBPA00003;;
;CUBITAINER SPOUT KIT NO.11 ASS;4968484001;;
;CUBRE OBJETO 22 X 22MM X 100 UND ;FSC22-001-10;;
;CUBRE OBJETO 22 X 22MM X 100 UND ;RENONLAB0023;;
;CUBREOBJETO 22X22 - GOLDLAB;FGC22-001-200;;
;CUBREOBJETO 24X50 - GOLDLAB;FGC45-001-10;;
;CUCHILLA DE BAJO PERFIL X 50 UNDS;14035838925;;
;CUP SAMPLE 2 ML, 1000/PK - WERFEN;5575100;;
;CUP Sample 2ML, 1000/PK;W-5575100;;
;CUP-ADAPTER FOR STD RACK,W/O TUBE_ROTAT;5463190001;;
;CUPS, SAMPLE 0.5 ML (1000/PK) - WERFEN;6799200;;
;CUPS, SAMPLE 0.5ML 1000/PK;W-6799200;;
;CURITAS ADULTO REDONDO;CRTAD;;
;CURITAS NIÃ‘O REDONDA;CRTNO;;
;CUSHION S;6280854001;;
;CUVETAS Y BALINES COAGULOMETRO CD2000-4X 350UND;MND-CD2000-4-CV;;
;CUVETTE TRANSPORT UNIT ;7316500001;;
;CUVETTE TRANSPORT UNIT V2;9374094001;;
;CUVETTES ACL TOP 6X100X4;W-29400100;;
;Ca 16;;;
;Ca2+ Biossays Ion Selective Electrode;73101002701;;
;Cable Power EU L10000;7354088001;;
;Cable Power EU SSM/IG L10000;7354100001;;
;Cable Power US/J L10000;7354096001;;
;Cable Power US/J SSM/IG L10000;7354126001;;
;Cable bus U701;7315937001;;
;Cache Custom License - XS to S upgrade;7153996001;;
;Cache Custom License 1;7189303001;;
;Cache Custom License 2;7189320001;;
;Cache Custom License 3;7189338001;;
;Cache Custom License 4;7189346001;;
;Cache New - L (51-80);7153813001;;
;Cache New - M (26-50);7153805001;;
;Cache New - S (11-25);7153791001;;
;Cache New - XL (81-100);7153830001;;
;Cache New - XS (1-10);7153783001;;
;Cache New incl Web Add-on - L (51-80);7153864001;;
;Cache New incl Web Add-on - M (26-50);7153856001;;
;Cache New incl Web Add-on - S (11-25);7153848001;;
;Cache New incl Web Add-on - XL (81-100);7153872001;;
;Cache Renew - L (51-80);7153937001;;
;Cache Renew - M (26-50);7153929001;;
;Cache Renew - S (11-25);7153902001;;
;Cache Renew - XL (81-100);7153945001;;
;Cache Renew - XS (1-10);7153899001;;
;Cache Renew incl Web Add-on - L (51-80);7153970001;;
;Cache Renew incl Web Add-on - M (26-50);7153961001;;
;Cache Renew incl Web Add-on - S (11-25);7153953001;;
;Cache Renew incl Web Add-on - XL(81-100);7153988001;;
;Caja de papel tÃ©rmico (5 rollos) para Analizador i-Stat - Turbiquick - IQ - ELITE / R.S: N/A;CD673252D;;
;CalSet Vials Elecsys,cobas e;11776576322;;
;Calcium 200 TEST+CAL (BIOSSAYS 240 PLUS);130509001AC;;
;Calcium 410 TEST+CAL (BIOSSAYS C8);130509001SC;;
;"Calibrador/Pie de rey BP 6""/150mm";HER069;;
;Calibration cup 16 mm;6765815001;;
;Calibrator Plasma cobas t411 (10x1ml);7141904190;;
;Calibrator f.a.s. 12x3 ml;10759350190;;
;Calprotectin Test Kit (Colloidal Gold Method) FC-â…¡;FC-â…¡;;
;Calprotectina Rapid Test Kit MANUAL (Colloidal Gold Method) FC-I;FC-I;;
;Calset AMH Plus, para 4 x 1.0 ml ;7957203190;;
;Camisetas polo un logo bordado;CAMISETA;;
;Capillary Tubes ;3113507035;;
;Cargador CA Original Intel NUC 19V, 4.74A, 90W;CARGINT-NUC 00 01;;
;Cargador de laptop hp type c;Cskeoct2022;;
;Cargador de laptop lenovo punta fina;Cskefeb2023;;
;Cartridge  HP-1300;4534824001;;
;Cartridge Xerox Phaser 3130;4534832001;;
;Cassettes de G3+ para I-Stat /  ;03P78-25;;
;CatÃ©ter intravenoso  24 G sin aletas;CV24SA;;
;CatÃ©ter intravenoso 18 G sin aletas;CI18GSA;;
;CatÃ©ter intravenoso 20 G sin aletas;CI20GSA;;
;CatÃ©ter para aspiraciÃ³n de secreciones, 6 Fr, 25 cm;CA6FR;;
;CatÃ©ter para aspiraciÃ³n de secreciones, 8 Fr, 40 cm;CA8FR;;
;CatÃ©ter umbilical, 3.5 Fr, 1 lumen;CU35FR;;
;CatÃ©ter umbilical, 5 Fr;CU5FR;;
;CatÃ©ter venoso central, percutÃ¡neo, 2.0 Fr, 30 cm, con guÃ­a;CV2FR;;
;Cell 18-set (cuvettes)        *HP;11809407001;;
;CellCheck Gen2 Elecsys E2G;7372990190;;
;Centrifuga 24tubos;1000001;;
;Centrifuge Adapters ;5110203001;;
;Cepillo endocervical;CEC;;
;Chagas Elecsys cobas e 100;7092563190;;
;Chagas Elecsys cobas e 100 V2;9015566190;;
;Check valve;12020980001;;
;Cholinesterase 190 TEST+CAL (BIOSSAYS 240 PLUS);130502012AC24;;
;Cholinesterase 395 TEST+CAL (BIOSSAYS C8);130502012SC;;
;Circuito CPAP neonatal con cÃ¡mara humidificadora;CPAP;;
;Citizen printer, CT-S281L-USB Europe;6630910001;;
;Cl- Biossays Ion Selective Electrode;73101002401;;
;Clinipette-Tips blue 1000 pc;10140031001;;
;Clot Catcher;3112012180;;
;Clot Catcher PRO;5689856001;;
;CoC-Label (with Roche Logo);12189348001;;
;CoaguChek Softclix Lancet;3506509001;;
;CoaguChek XS 24 tests (hu/el/es/pt);4625358172;;
;CoaguChek XS Pro Kit Internati;5530199190;;
;"Cobas 6000 ""2nd Rack rotor""";4952324001;;
;Cobas Amplicor Advanced Maintenance Plan;4475330001;;
;Cobas Amplicor Master Maintenance Plan;4475640001;;
;Cobas C501 Rental Fee;7655533001;;
;Cobas IT 1000 Reflotron license;4818733001;;
;Cobas IT 1000 Roche CoaguChek license;4818652001;;
;Cobas IT 1000 core license ;4420306001;;
;Cobas IT 1000 database small/med;4420250001;;
;Cobas IT 1000 host data stream;4420322001;;
;Cobas IT 1000 license certificate;4481763001;;
;Cobas T411 Software Update (2019);9112111001;;
;Cobas TaqMan;3121453001;;
;Cobas TaqMan 48;3279332001;;
;Cobas sample cup 250pcs;10394246001;;
;Code Key Reader      NGBG;4884671001;;
;Collar                714-1284;11703838001;;
;Combo V24T centrifuge, digital, brushless, 12pl Test-tube rotor & 24pl Crit rotor, 110/220v auto;CMC-1224-77T3;;
;Combur-10-M 100 Str;11379208191;;
;Concentrated cleaning solution KU-CCCS-01;KU-CCCS-01;;
;Consumables storage box;8495092001;;
;Container Solid Waste Biohazard Se;5547466001;;
;Control 1 cobas t411 (20x1ml);7105100190;;
;Control 2 cobas t411 (20x1ml);7105339190;;
;Control 4 cobas t411 (20x1ml);7106912190;;
;Control P cobas t411 (20x1ml);7137826190;;
;Control Unit Blood Screening s201;4589769001;;
;Control Unit LightCycler 2.0;5191149001;;
;Convertidor serial a LAN MODELO 950-00157;0080A3da2c80;;
;Convertidor serial a LAN MOXA  MODELONport 5110-1;TBABE1047742;;
;Corning Half area plate with lid, bottom;6593208001;;
;Cortisol G2 Elecsys E2G 300;7027150190;;
;Cover printer;5395623001;;
;Creatinine 320 TEST (BIOSSAYS 240 PLUS);130503001A;;
;Creatinine 395 TEST (BIOSSAYS C8);130503001S;;
;Ctrl. SW update kitÂ Â Â Â Â Â Â Â Â 05029210001Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  1;5029210001;;
;Cubetas de coagulacion para CUATRON X TECO;2410000;;
;Cup-Adapter w/o Tube Rotation;5463190001;;
;Cystatin C 190 TEST+CAL (BIOSSAYS 240 PLUS);130503006AC;;
;Cystatin C 395 TEST+CAL (BIOSSAYS C8);130503006SC;;
;CÃ¡nula de Guedel, tamaÃ±o 3;CGT3;;
;CÃ¡nula de Guedel, tamaÃ±o 5;CGT5;;
;CÃ¡nula nasal de oxÃ­geno, neonatal;CNON;;
;D-DIMER GEN 2 CONTROL I/II;5050936190;;
;D-Dimer Gen.2 Calibrator Set;5050901190;;
;D-Dimer Gen.2, 100Test, cobas c 701;5172381190;;
;D-Dimer Gen.2,100Test,cobas c pack green;8105626190;;
;D3-HB 300 TEST+CAL (BIOSSAYS 240 PLUS);130505006AC24;;
;D3-HB 410 TEST+CAL (BIOSSAYS C8);130505006SC;;
;D:COBAS CUP WHITE W.HOLE      *CX;21045318001;;
;"DADO ESTANDAR 6"" ";HER105;;
;DAMPER VIBRATION , SET OF 4;5505801001;;
;DATA STATION AL COMPL. XP;3516440001;;
;DATAFA;;;
;DATALAB ACTUALIZATION;4779487001;;
;DATALAB LYTE;5464781001;;
;DATALAB QUOTA;4443624001;;
;DATALAB SMALL BUSSINES;5464625001;;
;DATALAB TS LICENSE;7403542001;;
;DATALAB WEB;4939387001;;
;DATALOGIC BARCODE READER;3145433001;;
;DAY CLEAN (12x11ML);7204736190;;
;DB 25 MALE RFL MOV1LAB (Reflotron);6703704001;;
;DB 25 MALE U1100 MOV1LAB (Urisys);6703712001;;
;DBIL 300 TEST (BIOSSAYS 240 PLUS);130502007A;;
;DBIL 350 TEST (BIOSSAYS C8);130502007S;;
;DC POWER 1A ASSY;9320199001;;
;DC POWER ASSY;5092035001;;
;DC POWER SUPPLY 1AÂ ASSY;9398708001;;
;DC Power Supply HWS600-24;8421218001;;
;DC-MOTOR INPUT/OUTPUT;11905694001;;
;DCL joint tube for WG complete;6646441001;;
;DEGASSER;11709747001;;
;DEGASSER ASSY;5384923001;;
;DEGASSER MODULE;3059111001;;
;DEGASSER UNIT;7026480001;;
;DEGASSING MODULE (NEW TYPE);7391935001;;
;DEMINERALIZED WATER 5ML(THERMO);T3339;;
;DENGUE AG CASS. (30) (CTK);R0063C;;
;DENGUE IGG IGM CASSETTE X 20 UNDS;IL06280;;
;DENGUE IGG/IGM RAPID CASSETTE ACROBIOTECH;IDEN-402;;
;DENGUE IGG/IGM W/S/P X CAETTE ACCUTELL;ABT005;;
;DENGUE IgG/IgM y NS1 COMBO CASSETTE;IDEC-425;;
;DENGUE NS1 RAPID CAJA X 10 UNDS;ALLTE0006;;
;DENGUE NS1 RAPID TEST CASSETTE;IDES-402;;
;DENGUE PRUEBA RAPIDA IGG/IGM CASSETTE;ELLA0151;;
;"DESARMADOR 1"" x4"" PUNTA ESTRELLA STANLEY";HER099;;
;"DESARMADOR 1""x4""plano Stanley";HER100;;
;"DESARMADOR 3""x6"" PUNTA ESTRELLA WORKPRO";HER097;;
;"DESARMADOR PLANO 5"" EVTools";HER098;;
;DESPROTEINIZANTE X 50ML PARA ELECTROLITOS  GENRUI GE300;LRGEN013;;
;DEV cobas c311 Channel Pack1,ACN 311-315;5356989001;;
;DEVELOPMENT CHANNELS C501 PACKAGE 1;5418712001;;
;DEVELOPMENT CHANNELS C501 PACKAGE 2;5418739001;;
;DIACELL I II III 3 X10ML;BR816017;;
;DIACLON COOMBS 10ML BIORAD;BR 14060;;
;DIAGNOS DENGUE CARD IgG/IgM KIT x UNDS (J MITRA);IR011025;;
;DIAPHRAGM PUMP ASSY NO.45(0.5);3172244001;;
;DIAPHRAGM PUMP ASSY NO.45(0.5);6702503001;;
;DIAPHRAGM PUMP ASSY NO.50 1.0CC;3250997001;;
;DIAPHRAGM PUMP ASSYÂ NO.50Â (FKM);4950623001;;
;DIAPHRAGM PUMP NO.19 ASSY (C2);4373146001;;
;DIAPHRAGM VAC PUMP;3023192001;;
;DIBU, 1050T, cobas c pack green;8105570190;;
;DILUTOR ELECTROVALVE 3 WAY ACL 8/9/10000 - WERFEN;18110838;;
;DILUTOR XCALIBUR;4997280001;;
;DILUYENTE DE PLAQUETAS 100ml;JQDPL-100-00;;
;DILUYENTE DE PLAQUETAS 100ml;JQDPL-100-001;;
;DILUYENTE PARA CONTAJE GB;DILUYENTEGN;;
;DIMM DELL 16GB DDR4 UDIMM 3200MHz ECC para T40, T150;DIMMDELL16GB;;
;DIMM DELL 8GB DDR4 UDIMM 3200MHz ECC para T40;DIMMDELL8GB;;
;DIMM DELL 8GB DDR4 UDIMM 3200MHz ECC para T40, T150, T350, R250 R350;DIMMDELL8GBDD;;
;DIP&SPIN  URINALYSIS DIPSTICK & MICROSCOPICS CONTROL;1470-01;;
;DISCO 2097 P100 P/N/H/OZ/VO 3M PAR;1094-5 ;;
;DISCO DURO 1TB DE 2.5 EXTERNO;6844;;
;DISCO DURO DIGITAL 2TB INTERNO PURPLE 5400 RPM 3.5INC 24 7 256MG ;HDDWDIWD22PURZ;;
;DISCO DURO HDD 7.2K 2TB 3.5â€ SATA;HDD7.2K2TB3.5SA;;
;DISCO DURO HDD DELL 1TB 7.2K-RPM 6Gbps 3.5Inc;HDD-DELL-1TB7.2KRPM;;
;DISCO DURO SSD ADATA LEGEND MM2 DE 512 MB;HDDADA512A;;
;DISCO SOLIDO WESTERN 500GB INTERNO DIGITAL 2.5 INCH SA51;HDDWDIS500G380A;;
;DISCOS AMIKACIN 30MCG (OXOID);CT0107B;;
;DISCOS AMIKACINA 30 MCG;AMK00025;;
;DISCOS AMOX.+AC. CLAVULANICO 20 + 10 MCG;AAC00026;;
;DISCOS AMOXYCILLIN+ACIDO CLAV. 30MCG (OXOID);CT0223B ;;
;DISCOS AMPICILLIN AMP10 (OXOID);CT0003B;;
;DISCOS AMPICILLIN+SULBACTAM 20MCG (OXOID);CT0520B;;
;DISCOS AZTREONAM ATM 30MCG (OXOID);CT0264B;;
;DISPLAY MODULE;4793226001;;
;DISPLAY MODULE V2;6913245001;;
;DISPLAY PROTECTION FOIL 8.4;7930933001;;
;DISPLAY/MASTERBOARD RN PLUS;3023001001;;
;DMS LICENSE cobas bge link=OMNILINK;4959124001;;
;DOCKING MECHANISM C1/C2/S1;4847245001;;
;DOCKING MECHANISM PACK;5414563001;;
;DOCKING MECHANISM WASTE;3055469001;;
;DOCKING MECHANISM WASTE cobas b 221;4847253001;;
;DOCKING STATION SHORT;28127387001;;
;DRAIN PIPE C311;6892175001;;
;DRAWER 1.ARRAY (PLASTIC RACKS);5837316001;;
;DRAWER, 1 ARRAY (UL);4906586001;;
;DRIP TRAY cobas b 121=Roche OMNI C;4511387001;;
;DUMMY ELECTRODE HOUSING;3072347001;;
;Degasser K SP ASSY;9906649001;;
;"Dell Inspiron 5410 - All-in-one - Intel Core i7 1255U Dell 16 GB 256G+1TB HDD 23.8"" Windows 11 Home Spanish - HKFK0";PCDEL-HKFK0;;
;Descongelador de plasma HELMER DH8;HL 500811-1;;
;Detector Block No.41 Alignment tool ;4975545001;;
;Detector Block No.41 Alignment tool -4 ;4975553001;;
;Diaphragm vac.pump new707-2308;11561677001;;
;Diluent MultiAssay E2G;7299010190;;
;Diluent Universal;7299001190;;
;Dip&Spin Urine Control ;8181004001;;
;Direct Drain ModKit f. cobas e411;5135877001;;
;Display Card for Pathology Monitor 24in;6668453001;;
;Disposable Tips(40*96tips)Aplicar a X8 con pipeta aerodinÃ¡mica (ADP);1.30207E+11;;
;Docking mechanism pack;5414563001;;
;Drain SV assy;12020459001;;
;Dry Chemistry Urine analysis Control - NO.I;NO.I;;
;Dry Chemistry Urine analysis Control - No.II ;NO.II;;
;Dry Chemistry Urine analysis Control - No.III;NO.III;;
;E-CHECK(XE) 4x4.5ML x 3 LEVELS LOW/NORM/HIGH;5533031001;;
;E. COLI EN HECES CASSETE X 20 TEST;E820001VC;;
;E/M VALVE;11567128001;;
;E/M VALVE;10639800001;;
;E/M VALVE 2-W HP WATER;11229117001;;
;E/M VALVE IS (2W);11402536001;;
;E/M VALVE UDV;11402447001;;
;E/M valve 714-0821;11566164001;;
;EASY PRESSURE;EP;;
;EBERTH-SALMONELLA TYPHI H 5ML (LINEAR);2135005;;
;EBERTH-SALMONELLA TYPHI O 5ML (LINEAR);2139005;;
;ECO-D, cobas c 701/702, cobas c 513;5907543190;;
;EDIFICIO;EDIFICIO;;
;EKLIND 55198 Llave en T hexagonal con agarre de cojÃ­n;EKLIND55198;;
;ELECSYS Anti-SARS-CoV-2 S;9289267190;;
;ELECSYS CYFRA calset II;11820974322;;
;ELECTRODE HOLDER MODULE, COMPLETE, 9180;3077900001;;
;ELECTRODE LOCKING LEVER MSS;3078370001;;
;ELECTRODE NO.38;4561503001;;
;ELECTRODE NO.39-A;4968590001;;
;ELECTRODE NO.39-B;4968603001;;
;ELECTRODE SIMULATOR cobas b 121 system;3273164001;;
;ELECTRONIVEL PEDROLLO;EN;;
;ELEMENTO DE CARBON ACTIVADO;4553861001;;
;EMBARAZO COMBO TIRA 50 CTK;R10015;;
;EMBARAZO RAPID CASS (30) CTK;R1001C;;
;ENVASE DE ORINA SOPLADO 100 ML;1601ORISOP00001;;
;ENVASES DE ESPUTO JOSA INYECCIÃ“N UNIDAD 100ML;01ENMOJOS100002;;
;EOSINA AMARILLENTA 0.5 LITRO;FQEAL-1K0-00;;
;EOSINA-AZUL DE METILENO SEGUN WRIGHT 1 LITRO;1013831022;;
;EPROM master RIV M 06.xx;11223143001;;
;EPSON FX-890 PRINTER ELECSYS AMPLICOR;4375831001;;
;EQUIPO ACCU-CHEK INSTANT KIT;7819463023;;
;EQUIPO ANALIZADOR DE GASES Y ELECTROLITOS I-STAT 300;04P75-01R;;
;EQUIPO DE COMPUTO;EQUIPOCOM;;
;EQUIPO DE TRANSFUSION SANGUINEA ;ETS;;
;EQUIPO RO STNADAR;RO STNADAR ;;
;ERITROMICINA-B 15 MCG X 50 DISCOS;BIO-E;;
;ERTAPENEM 10MCG X 50 DISCOS;BIO-ETP-10;;
;ERYTHROMYCIN E 15MCG (OXOID);CT0020B;;
;ESMALTE AL AGUA GL;ESMAGUAGL;;
;ESTR./PROG. DILUENT ELECSYS, COBAS E;3028542122;;
;ETANOL  AL-95-96 ALCOHOL POTABLE  1000ML ;CQALP-1K0-00;;
;ETANOL ABSOLUTO CANECA;FQETB-10K-00;;
;ETANOL ABSOLUTO LT ;9FQETB-1K0-001;;
;ETIQUETA TERMICA DE PAPEL 70GMS ASHESIVA;46577;;
;ETIQUETADORA PORTATIL BMP 210;6733;;
;"EXTENSION MANDO 1/2"" x 10 STANLEY";HER104;;
;EcoTergent, cobas c503;8063354190;;
;Elbow joint           706-1288;10594911001;;
;Elecsys Anti-HBc II (100test) cobas e411-e601-e602;9014918190;;
;Elecsys Anti-HBc II (300test) cobas e402-e801 ;9014926190;;
;Elecsys Anti-SARS-CoV-2 200 Test;9203095190;;
;Elecsys CEA Calset 2.Gen.;11731645322;;
;Elecsys Cyfra ;11820966122;;
;Elecsys DHEA-S ;3000087122;;
;Elecsys PreciControl Rubella IgG;4618807190;;
;Elecsys Progesteron Diluent;9762582190;;
;Elecsys proBNP II;9315268190;;
;Empty Bottle Kit;7378548001;;
;Epson LX 300 printer;3710076001;;
;Esponja hemostÃ¡tica, 80 mm x 50 mm x 10 mm;EH80MM;;
;Estradiol G3 Elecsys E2G 300;7027249190;;
;EvoScript RNA Probes Master (200);7912269001;;
;FACTOR REUMATOIDEO X 100;S200020;;
;FAN 12VDC;7315686001;;
;FAN 12VDC;7166036001;;
;FAN 24VDC 60X60 ASSY;4793897001;;
;FAN 24VDC 92X92 ASSY;5136466001;;
;FAN 24VDC ASSY;4793293001;;
;FAN ASSY;11709119001;;
;FAN TOWER cobas b 121 system 2 pcs;4559231001;;
;FDD KIT4;4789717001;;
;FDD USB- ASSY;4683161001;;
;FDS.PALILLOS DE MADERA CARICIA (400 UNDS);7.86107E+12;;
;FEE DI Rent 9180;4158512001;;
;FEE DI Rent 9181;4158539001;;
;FELT 2;5109388001;;
;FFC1 ASSY;5776660001;;
;FFC1 ASSY (C8000 MODIFICATION KIT C);6566294001;;
;FILL PORT OMNI C;3026434001;;
;FILL PORT cobas b 221;4847229001;;
;FILLPORT COMPLETE, EA;3112519018;;
;FILTER;7839723001;;
;FILTER (P-1);12182432001;;
;FILTER AIR POWER SUPPLY;3132307001;;
;FILTER AIR VALVE MANIFOLD;5728509001;;
;FILTER ASSEMBLY 120 MM;28014574001;;
;FILTER DUST LEFT/RIGHT;4358481001;;
;FILTER FAN 78x250;28108684001;;
;FILTER FLUID D13.8 SET OF 10;28018731001;;
;FILTER HEPA;6270450001;;
;FILTER HEPA MP-Compact;4358635001;;
;FILTER L;7840063001;;
;FILTER LIGACON,SET OF 10;28174873001 ELIM;;
;FILTER LIQUID ASSY;28179026001;;
;FILTER MODULE EM;3340937001;;
;FILTER MODULE EM;28114528001;;
;FILTER NO.10;3309045001;;
;FILTER NO.13 ASSY (C2);5468116001;;
;FILTER R;5135389001;;
;FILTERS FOR PIPETTE;4451724001;;
;FILTRO DE CARBON EN BLOQUE ;CTO-202505;;
;FILTRO DE CARBON EN BLOQUE DE 5 M 2*2,5 ;CB20*2.5 ;;
;FILTRO DE MALLA PARA VENTILADOR 80X80MM;7315694001 ELIM;;
;FILTRO DE POLIPROPILENO DE 1 M 2*2.5 ;SDF-202505;;
;FILTRO DE POLIPROPILENO DE 5 M 2*2.5;POL20X2.5;;
;FILTRO DE RESINA;FRE00044;;
;FILTRO DE RESINA MIXTA 20*2,5;RMIX;;
;FILTRO DE SEDIMENTO PP20 1UM;FSP00043;;
;FILTRO DE SEDIMENTO PP20 5UM;C;;
;FILTRO FSI MICROFIBRA COMPACTA 3u 10;4553870001;;
;FILTRO POLIPROPILENO ESPUMA DE 10M 20 4,5;ESP20;;
;"FILTRO RESINA IONICA REGENERADA 20 ""ROCHE";4554124001;;
;FILTRO TURBIDEX 12*54 2 PIES CUBICOS;FILTTURBIDEX;;
;FIREWALL FORTINET;FIREFORT001;;
;FIREWALL SMB ;FSMB;;
;FITTING 1/4 ZOLL CLEANER SUCTION TUBE;5136474001;;
;FITTING TUBE LIGHT;28175454001;;
;FLANGE KIT FOR TUBINGS;11802208001;;
;FLASH DRIVE;6412181001;;
;FLASH GEL DNA LOADING DYE 5X1ml;6599478001;;
;FLASH MEMORY SANDISK;FMESCDSDCZ5016B;;
;FLOPPY DISK DRIVE;3024121001;;
;FLOW CELL UNIT NO. 7;3187055001;;
;FLUID MIXING SYSTEM;3273091001;;
;FMS CONNECTOR SEALING 1;3055698001;;
;FMS CONNECTOR SEALING 2;3055680001;;
;FMS VALVE (MIX);4414446001;;
;FOB SANGRE OCULTA HECES CASSETTE ACUTELL;ABT037;;
;FOB multi-level indefinite value controls;Level III - II;;
;FOB+TRANSF CASSETTE EN HECES X 20 TEST;FT882001FC;;
;FOCUSING LENS;7841248001;;
;FOOT PLATE ALUMINIUM (1 PCE.);3027139001;;
;FORMALDEHIDO GALON;FQFML-1G0-00 ;;
;FORMALDEHIDO LITRO;FQFML-1L0-00;;
;FORTIGATE 50E;8153299001;;
;FOSFOMYCIN/TROMETAMOL 200MCG (OXOID);CT0758B;;
;FPC CABLE (C1) ASSY;11709151001;;
;FPC CABLE (C21) ASSY;11709186001;;
;FPC CABLE (P) ASSY;11708309001;;
;FPC CABLE (SAMPLE PIPETTOR) SHORT;6466796001;;
;FRASCO DE AGAR MACKONKEY;FAM00034;;
;FRASCO DE AGAR MULLER HINGTON;FAM00035;;
;FRASCO DE AGAR SABORAUD;FAS00036;;
